institution_name,country
"2 Population Ecology Division, Bedford Institute longevity, and age at sexual maturity, parameters that ena-",
"2 Present Address: Department of Otolaryngology, Washington 2004). Animals that stay within a limited area can devote",
"2 Present Address: Marine Biology and Ecology Research Centre, University of GLMsaresuitedtocaseswheretherearealargenumberofzerooc-",
"2 Present Address: Sciences Department, Museums Victoria, is a complex interaction between factors that either pro-",
"2 Present address: Department of Zoology,",
"2 Presentaddress:AustralianInstituteofMarineScience,UniversityofWesternAustraliaOceanSciences",Australia
"2 PsychologyResearchCentre(CIP),UniversityofAlgarve,8005-139Faro,Portugal",Portugal
"2 Research Associate, Department of Ichthyology, California Academy of Sciences, 55 Music Concourse Dr., San",
"2 Research Associate, South African Institute for Aquatic Biodiversity, Grahamstown, South Africa",South Africa
2 Research Center for Capture,
"2 Research Center for Oceanography, Indonesian Institute of Sciences, Jalan Pasir Putih I No.1 Ancol, Jakarta, 14430, Indonesia",Indonesia
"2 Research Institute of Environment and Livelihood, Charles During the dissection of the specimens of T. squidwardi",
"2 ResearchAssociate,DepartmentofIchthyology,California",
"2 ResearchCenterforIntegrativeEvolutionaryScience,TheGraduateUniversityforAdvancedStudies,",
"2 Rosenstiel School of Marine and Atmospheric Science, (Nifong and Lowers 2017). The majority of these docu-",
"2 Rosenstiel School of Marine and Atmospheric Science, vertebrates, seasonal adjustments of sperm production and",
"2 Rosenstiel School of Marine and Atmospheric Sciences, Heupel et al. 2014; Rizzari et al. 2014). To this end, Ecopath",
"2 Rosenstiel School of Marine and Atmospheric Sciences, and their prey. Rebuilding populations of mesopredators or",
"2 RosenstielSchoolofMarineandAtmosphericScience,UniversityofMiami,Miami,FL,USA",USA
"2 SOSF - D’Arros Research Centre (SOSF-DRC), c/o Save Our Seas Foundation (SOSF), Rue",
"2 SOSF-D’Arros Research Centre (SOSF-DRC), c/o Save Our 8 SOSF-Shark Research Center (SOSF-SRC) & Guy",
"2 Sado Marine Biological Station, Faculty of Science, Niigata University, Niigata, 950-21 Japan",Japan
"2 School for Marine Science and Technology, University of Massachusetts",
"2 School of Biological Sciences, The University of Western",
"2 School of Biological Sciences, University of Wollongong, Northfields Avenue, Wollongong,",
"2 School of Biological Sciences, Victoria University of Wellington, PO Box 600, Wellington 6140, New Zealand",New Zealand
"2 School of Biological and Chemical Sciences, Queen Mary No. 2–55 Playa Salguero, Santa Marta, Colombia",Colombia
"2 School of Marine and Atmospheric Sciences, Stony Brook South Africa",South Africa
"2 School ofFisheries, University ofWashington, Seattle,WA,USA",USA
"2 SchoolofEnvironment,ScienceandEngineering,SouthernCrossUniversity,NationalMarineScienceCentre,",
"2 SchoolofEnvironmentalandLifeSciences,UniversityofNewcastle,Callaghan,NSW2258,Australia;",Australia
"2 SchoolofEnvironmentalandLifeSciences,UniversityofNewcastle,Ourimbah,NSW2258,Australia;",Australia
"2 SchoolofLifeandEnvironmentalSciences,UniversityofSydney,EdgeworthDavidBuilding(A11),",
"2 SchoolofNaturalSciences,UniversityofTasmania,Hobart,Australia",Australia
"2 SchoolofSustainability,ReichmanUniversity(IDCHerzliya),P.O.Box167,Herzliya4610101,Israel;",Israel
"2 Science,Mathematics,andEngineeringAcademicUnit,WrightStateUniversityLakeCampus,",
"2 Scottish Oceans Institute, University of St Andrews,",
"2 Shark Biology and Fisheries Science Lab, Department",
"2 SharksStudiesCenter—ScientificInstitute,58024MassaMarittima,Italy;primo.micarelli@gmail.com",Italy
2 SillimanUniversity–AngeloKingCenterforResearchand,
"2 Sino-ThaiResearchCenterofMarineTechnology,ZhejiangMaricultureResearchInstitute,",
"2 SmithsonianEnvironmentalResearchCenter,Edgewater,MD,UnitedStatesofAmerica,3 NorthCarolina",
"2 South African Institute for Aquatic Biodiversity, ing shark populations unlikely in certain ecosystems (Navia",South Africa
"2 South African National Parks, Cape Research Centre, 8 College of Marine and Environmental Sciences, James Cook",South Africa
"2 South Australian Research and Development Institute 6 College of Science and Engineering, Flinders University,",Australia
"2 South Australian Research and Development Institute, vulnerable to overfishing due to a combination of biologi-",Australia
"2 South China Sea Fisheries Research Institute, Chinese Academy of Fisheries Sciences, Guangzhou, China",China
"2 South-east AquaticResearch InstituteandTennessee Aquarium, Chattanooga,TN, USA",USA
"2 SouthAfricanInstituteforAquaticBiodiversity,",
"2 SouthAfricanInstituteforAquaticBiodiversity,PrivateBag1015, et al. 1996)], amphibians (López and Ghirardi 2011; Toledo",
"2 SouthAfricanInstituteforAquaticBiodiversity,SomersetStreet, them into Bspecies groups^: S. acanthias, S. megalops, and",
"2 SouthChinaSeaFisheriesResearchInstitute,ChineseAcademyofFisherySciences,Guangzhou510300,China;",China
"2 SouthernCrossUniversity,CoffsHarbour,NSW2450,Australia",Australia
"2 Texas Research Institute for Environmental Studies, Sam 6 Laboratoire d’excellence ‘CORAIL’, EPHE, PSL Research",
"2 The Australian Institute of Marine Science, Crawley, 8 School of Agriculture, Biomedicine and Environment, La",Australia
"2 The Guy Harvey Research Institute, Nova Southeastern Box 278, Auckland 0944, New Zealand",New Zealand
"2 The Manta Trust, Catemwood House, Norwood Lane, 5 Centre for Ecology and Conservation, University of Exeter,",
"2 The UWA Oceans Institute, The University of Western",
"2 The UWA Oceans Institute, The University of Western provide important ecological insights, such as the nature",
"2 TheOceansInstitute,TheUniversityofWesternAustralia,Perth6009,Australia",Australia
2 Tohoku National Fisheries Research Institute,
"2 Tokai University, 3-20-1 Orido, Shizuoka Shimizu-ku,",
"2 Tokyo University of Agriculture, 196 Yasaka, Abashiri,",
"2 UF/IFAS SFRC Fisheries and Aquatic Sciences Program, University of Florida, Gainesville,",
"2 UMR Espace-Dev, Université de La Réunion, 15, 6 Centre Sécurité Requin, 25F, Avenue des Artisans, Zone",
"2 United Graduate School of Agricultural Sciences, Kagoshima University, Kagoshima, Japan",Japan
"2 University of Miami, Rosenstiel",
"2 University of Málaga, Departament of Animal Biology, Spain.",Spain
"2 University of North Florida, 1 UNF Dr, Jacksonville, Essential metals, such as copper (Cu), nickel (Ni), and",
"2 University of Tampa, Tampa, FL, USA differ from lower teeth (dignathic heterodonty) in that the",USA
"2 University of Windsor – Biological Sciences, Windsor, Ontario, Canada",Canada
"2 UniversityofRoehampton,London,UK",UK
"2 UniversityofSouthAlabamaandDauphinIslandSeaLab,101",
"2 UniversityofWindsor,Windsor,ONN9B3P4,Canada from Greenlandic catches regarding average liver mass,",Canada
"2 ViennaDoctoralSchoolofEcologyandEvolution(VDSEE),UniversityofVienna,Djerassiplatz1,",
"2 VirginiaInstituteofMarineScience,CollegeofWilliamandMary,",
"2 WarmSpringsFishTechnologyCenter,USFishandWildlife",
"2 Water Research Group, Unit for Environmental Sciences and Management, North-West University, Private Bag X6001, Potchefstroom, 2520, South Africa",South Africa
"2 Westphalian Institute for Biomimetics, Westphalian University of Applied Sciences, Bocholt,",
2) School of Marine Science and The Mediterranean A. superciliosus population is listed as “Endangered” by the IUCN Red,
"2-Iranian Fisheries Science Research Institute (IFSRI), Agricultural Research Education and",
"2-Iranian Fisheries Science Research Institute (IFSRI), Agricultural Research, Education and",
"2. Center for Marine Biodiversity and Conservation, Scripps Institution of Oceanography, University of California, San",
"2. Hellenic Centre for Marine Research, P.O. Box 2214, Heraklion 71003, Crete, Greece",Greece
"2. Marine Biology and Ecology Research Centre, Plymouth University, Plymouth, UK",UK
"2. To whom all correspondence should be addressed: John A. Lesku, School of Life Sciences, La Trobe University, Kingsbury",
"2002),theUSEPA(U.S.EnvironmentalProtectionAgency,2007),and uptakeroutes.Somerecentlaboratoryexperimentsmeasureduptake",
"2002;Pogonoskietal.2002;Kyneetal.2003)ledtotheestuary known centre of abundance for the species, Moreton Bay in",
"2006; Séret & Last 2009, 2012). Tissue samples were taken from the three paratypes and sent to the College of",
"2007 that totally destroyed the Ichthyology Department. As such, the Chilean records cited above can no longer be",Chile
"2009) and, in the present study, habitat is seen as species-centred balanceanon-nulldensity(orpositive)model.Thebinomialmodel",
"2011;Mabragañaetal.,2002).Additionally,someraysgatherinschools byRuocco(2012).Otherinformationavailableareaboututerinedy-",
"2014). These events are statistically rare with 766 unpro- 2 Brain and Mind Centre, The University of Sydney, Camperdown, NSW,",
2018-7;FulbrightCommission;Universityof andinterorbitallengthsasusefulmeasurementstodistinguishamongthem.Claspers,
"2018.TwomajorfishlandingcentresofKerala,southwestcoastofIndiawereselectedforsampling;",India
2021byBangladeshFisheriesResearchInstitute areessential.,Bangladesh
"2023 Tail shape and the swimming speed of 2Department ofZoology, Trinity College Dublin, DublinD02PN40, Ireland",Ireland
"20Centre Technique d’Appui à la Pêche Réunionnaise – CAP RUN, Le Port, Île de la Réunion, France",France
"20FloridaMuseumofNaturalHistory,UniversityofFlorida,Gainesville,FL,USA",USA
20]. While management of wildlife-centred marine ecotourism,
"21000, Split, Croatia, ‖Department of Biodiversity, Faculty of Mathematics, Natural Sciences",Croatia
"21Department of Molecular and Cell Biology, University of California, Berkeley, CA, USA. 22Chan-Zuckerberg Biohub, San Francisco, CA, USA. 23Present address: Department of Genetic Medicine",USA
"21Department of Zoology, University of Cambridge, Cambridge, UK",UK
"21DepartmentofZoologyandInstituteforCoastalandMarineResearch,NelsonMandelaUniversity,Gqeberha,",
"21UniversityofBritishColumbia,Vancouver,BC,Canada",Canada
"21nstit~~otf eP arasitology, McGill University.",
"22. Sambrook, J. and Russel, D., Molecular Cloning: A Laboratory",
"2202MainMall,UniversityofBritishColumbia,Vancouver,BritishColumbia,V6T Claudetetal.,2010).DesigningMPAstobenefitmobilespeciesis",
"22767 Hamburg, Germany; 4Imperial College London, Silwood Park Campus, Ascot, Berkshire SL5",Germany
"22CentredeRecherchesOcéanographiquesdeDakar‐Thiaroye,Dakar,Senegal",
"23955, Kingdom of Saudi Arabia and ‡Biology Department, Woods Hole Oceanographic",Saudi Arabia
"23Iranian Fisheries Science Research Institute, Agricultural Research, Education and Extension Organization, Tehran, Iran",
"23Smithsonian Tropical Research Institute, Balboa, Republic of Panama",Panama
2468-550X/ © 2019 Shanghai Ocean University. Published by Elsevier B.V. This is an open access article under the CC BY license,
"24Department of Biology, McGill University, Montreal, Quebec, Canada",Canada
"2500 Campus Rd, Honolulu, HI 96822, USA 4 Florida State University Coastal and Marine Laboratory,",USA
"2500 University Drive, Calgary NW, Alberta, Canada, T2N 1N4",Canada
"25NigerianInstituteforOceanographyandMarineResearch,Lagos,Nigeria",
"266555Shandong,China.5CollegeofFisheriesandLifeScience,ShanghaiOceanUniversity,Shanghai201306,China.6Qingdao-EuropeAdvancedInstitute",China
"271:937–948,2010. (cid:1)2010Wiley-Liss,Inc. Foundation,PflegerInstituteofEnvironmentalResearch,GeorgeT.",
"27954, USA. 3Earth to Oceans Group, Department of Biological Sciences, Simon Fraser University, 8888 University",USA
"27Earth to Ocean Research Group, Department of Biological Sciences, Simon Fraser University, Burnaby, British Columbia, Canada",Canada
"28Department of Fish and Wildlife Conservation, Virginia Polytechnic Institute and State University, Blacksburg, Virginia, USA",USA
"29412, U.S.A., ‡National Marine Fisheries Service, Southeast Fisheries Science Center,",
"2ARCCentreofExcellenceforCoralReefStudies,JamesCookUniversity,Townsville,Queensland4811,Australia",Australia
2AbessCenterforEcosystemScienceand,
"2AnalyticalToxicologyCoreLaboratory,UniversityofFlorida,Box110885,Gainesville,Florida32611,USA",USA
"2AndersonCabotCenterforOceanLife,NewEnglandAquarium,1CentralWharf,Boston,MA02110,USA",USA
"2Apex SharkExpeditions, Shop3Quayside Center, Simonstown, Cape Town 7975,South Africa",South Africa
"2Aquatic Parasitology Laboratory, School of Fisheries, Aquaculture, and Aquatic Sciences, College of Agriculture,",
"2AquaticEcology,DepartmentBiologyII,Ludwig-Maximilians-UniversitätMünchen,Planegg-Martinsried,",
"2AtlanticCancerResearchInstitute,Moncton,NewBrunswick,CanadaE1C8X3",Canada
"2Australian Institute of Marine Science (M096), University of Western Australia, Crawley, WA, 6009, Australia. 3School",Australia
"2Australian Institute of Marine Science, PMB No. 3, Townsville MC, Townsville, Queensland 4810, Australia",Australia
"2Australian Institute of Marine Science, Townsville, QLD 4810, Australia",Australia
"2Australian Institute of Marine Science,Townsville, Queensland 4811, Australia",Australia
"2AustralianInstituteofMarineScience,PMB",Australia
"2AustralianInstituteofMarineScience,PMB3,Townsville,4810,Australia",Australia
"2Bedford Institute of Oceanography, Fisheries and Oceans Canada, Dartmouth, Nova Scotia B2Y 4A2, Canada",Canada
"2Bilingual Laboratory of Toxicology, Dept. of Veterinary Integrative Biosciences, College of",
"2BiminiBiologicalFieldStationandUniversityofMiami,Miami,FL33149,USA",USA
"2Biological Sciences, Thomas More University, Crestview Hills, KY 41017, USA",USA
"2BiologicalSciencesDivision,Universityof Studying retinal specializations offers insights into eye functionality and visual ecology.",
"2BiologicalServicesFacility,UniversityofManchester,Manchester,UK",UK
"2Biology Department, University of Mississippi, University, MS 38677, U.S.A.",
"2BiologyDepartment,MiraCostaCollege,Oceanside,California92056",
"2BiologyDepartment,SanDiegoStateUniversity,SanDiego,CA,USA",USA
"2Biophysical Oceanography Group, School of Geography Planning and Environmental Management,",
"2Biophysical Oceanography Group, School of Geography, Planning and Environmental Management,",
"2Biosciences, College of Life and Environmental Sciences, Geoffrey Pope Building, University of Exeter, Stocker Road,",
"2Bren School of Environmental Science and Management, University of California—Santa Barbara, Santa Barbara,",
"2CBER,DepartmentofGenetics,EvolutionandEnvironment,DivisionofBiosciences,UniversityCollegeLondon,",
"2CSIROOceansandAtmosphere,IndianOceanMarineResearchCentre,TheUniversityofWesternAustralia,Crawley,WA6009,Australia",Australia
"2Center for Ecology and Conservation, Univ. of Exeter Penryn Campus, Cornwall, UK",UK
"2Center for Shark Research, Mote Marine Laboratory, Sarasota, FL 34236, USA",USA
"2Center for Shark Research, Mote Tropical Marine Laboratory, 24244 Overseas Highway,",
"2Center forFunctionalMagnetic Resonance Imaging, University ofCalifornia, San Diego, La Jolla,",
"2Center of Excellence for the Oceans, National Taiwan Ocean University, Keelung, renders the latter paraphyletic. However, Straube et al.",Taiwan
"2CenterofAppliedEcologyandSustainability,",
2Centre National de la Recherche,
"2Centre for Ecology and Conservation, University of Exeter, Cornwall Campus, Penryn TR10 9FE, UK",UK
"2Centre for Environment, Fisheries and Aquaculture Science, Lowestoft Laboratory, Pakefield Road, Lowestoft,",
"2Centre for Fish and Fisheries Research, Murdoch University, 90 South Street, Murdoch, WA",
"2Centre for Sustainable Aquatic Ecosystems, Harry Butler Institute, Murdoch University, Murdoch,",
